,bayid,deviceid,description1,disabilityext1,duration1,effectiveonph1,endtime1,exemption1,fromday1,starttime1,today1,typedesc1,description2,disabilityext2,duration2,effectiveonph2,endtime2,exemption2,fromday2,starttime2,today2,typedesc2,description3,disabilityext3,duration3,effectiveonph3,endtime3,fromday3,starttime3,today3,typedesc3,description4,description5,description6,disabilityext4,disabilityext5,disabilityext6,duration4,duration5,duration6,effectiveonph4,effectiveonph5,effectiveonph6,endtime4,endtime5,endtime6,fromday4,fromday5,fromday6,starttime4,starttime5,starttime6,today4,today5,today6,typedesc4,typedesc5,typedesc6,exemption4,exemption5,exemption3,db_read_time
630,8212,25591,1P M-SUN 7:30-23:00,120,60,1,23:00:00,,1,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
631,1312,28962,1P MTR M-SAT 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,6,1P Meter,2P MTR M-SAT 6:30PM-8:30PM,240,120,0,20:30:00,,1,18:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
632,638,28922,1P MTR M-SAT 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,6,1P Meter,2P MTR M-SAT 18.30 - 20.30,240,120,0,20:30:00,,1,18:30:00,6,2P,1P SUN 7:30-18:30,120,60,0,18:30:00,0,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
633,5544,26741,2P MTR M-F 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,5,2P Meter,2P MTR SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
634,4268,24234,2P TKT A M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Ticket A,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
635,653,26164,3P MTR M-SAT 7:30-20:30,360,180,0,20:30:00,,1,07:30:00,6,3P Meter,3P SUN 7:30-18:30,360,180,0,18:30:00,,0,07:30:00,0,3P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
636,3962,26278,4P MTR M-F 7:30-18:30,480,240,0,18:30:00,,1,07:30:00,5,4P Meter,4P MTR SAT 7:30-12:30,480,240,0,12:30:00,,6,07:30:00,6,4P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
637,5551,24683,2P MTR M-F 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,5,2P Meter,2P MTR SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
638,5893,25176,2P MTR M-F 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,5,2P Meter,2P MTR SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
639,4276,24226,2P TKT A M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Ticket A,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
640,4051,24213,4P MTR M-F 7:30-18:30,480,240,0,18:30:00,,1,07:30:00,5,4P Meter,4P MTR SAT 7:30-12:30,480,240,0,12:30:00,,6,07:30:00,6,4P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
641,1730,26204,1P MTR M-SAT 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,6,1P Meter,2P MTR M-SAT 18.30 - 20.30,240,120,0,20:30:00,,1,18:30:00,6,2P,1P SUN 7:30-18:30,120,60,0,18:30:00,0,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
642,7913,25290,1P M-SUN 7:30AM-10PM,120,60,1,22:00:00,,1,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
643,5886,28229,2P MTR M-SAT 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
644,7955,25325,1P M-SUN 7:30AM-10PM,120,60,1,22:00:00,,1,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
645,3717,25132,1P DIS M-SUN 7:00-18:30,0,60,0,18:30:00,,1,07:00:00,0,1P Disabled Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
646,7908,25280,1P M-SUN 7:30AM-10PM,120,60,1,22:00:00,,1,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
647,7921,25281,1P M-SUN 7:30AM-10PM,120,60,1,22:00:00,,1,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
648,768,26114,2P MTR M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
649,2432,24736,2P MTR M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
650,8552,27929,2P RPA 1B 7:30-23:00 M-SUN,240,120,1,23:00:00,Resident Permit Area 1B,1,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
651,5567,26742,2P MTR M-F 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,5,2P Meter,2P MTR SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
652,736,26117,LZ 15M M-F 7:30-16.30,0,15,0,16:30:00,,1,07:30:00,5,Loading Zone 15M,S/ No Stop M-F 16:30-18:30,0,1,0,18:30:00,,1,16:30:00,5,S/ (No Stopping),2P SAT 7:30-19:30,240,120,0,19:30:00,6,07:30:00,6,2P,2P SUN 7:30-18:30,,,240,,,120,,,0,,,18:30:00,,,0,,,07:30:00,,,0,,,2P,,,,,,2021-08-02 20:40:13.189735
653,8487,27678,2P RPA 1B Tuesday 10am-11pm,240,120,0,23:00:00,Resident Permit Area 1B,2,10:00:00,2,2P,2P RPA 1B Wed-Mon 7:30am-11pm,240,120,0,23:00:00,Resident Permit Area 1B,3,07:30:00,1,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
654,614,25673,2P MTR M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
655,5558,26735,2P MTR M-F 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,5,2P Meter,2P MTR SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
656,8284,25663,1P M-SUN 7:30AM-10PM,120,60,1,22:00:00,,1,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
657,8693,27927,2P RPA 1B 7:30-23:00 M-SUN,240,120,1,23:00:00,Resident Permit Area 1B,1,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
658,7953,25323,1P M-SUN 7:30AM-10PM,120,60,1,22:00:00,,1,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
659,8657,28026,2P RPA 1B 7:30-23:00 M-SUN,240,120,1,23:00:00,Resident Permit Area 1B,1,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
660,2407,26223,2P MTR M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
661,8674,28036,2P RPA 1B 7:30-23:00 M-SUN,240,120,1,23:00:00,Resident Permit Area 1B,1,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
662,8492,27680,2P RPA 1B Tuesday 10am-11pm,240,120,0,23:00:00,Resident Permit Area 1B,2,10:00:00,2,2P,2P RPA 1B Wed-Mon 7:30am-11pm,240,120,0,23:00:00,Resident Permit Area 1B,3,07:30:00,1,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
663,7947,25317,1P M-SUN 7:30AM-10PM,120,60,1,22:00:00,,1,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
664,622,23794,2P MTR M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
665,8512,27884,2P RPA 1B 7:30-23:00 M-SUN,240,120,1,23:00:00,Resident Permit Area 1B,1,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
666,8670,28034,2P RPA 1B 7:30-23:00 M-SUN,240,120,1,23:00:00,Resident Permit Area 1B,1,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
667,8494,27681,2P RPA 1B Tuesday 10am-11pm,240,120,0,23:00:00,Resident Permit Area 1B,2,10:00:00,2,2P,2P RPA 1B Wed-Mon 7:30am-11pm,240,120,0,23:00:00,Resident Permit Area 1B,3,07:30:00,1,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
668,8215,25594,1P M-SUN 7:30-23:00,120,60,1,23:00:00,,1,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
669,7911,25286,1P M-SUN 7:30AM-10PM,120,60,1,22:00:00,,1,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
670,7919,25276,1P M-SUN 7:30AM-10PM,120,60,1,22:00:00,,1,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
671,7923,25285,1P M-SUN 7:30AM-10PM,120,60,1,22:00:00,,1,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
672,7910,25284,1P M-SUN 7:30AM-10PM,120,60,1,22:00:00,,1,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
673,2436,25682,2P MTR M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
674,3304,28204,1P MTR M-SAT 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,6,1P Meter,2P MTR M-SAT 18.30 - 20.30,240,120,0,20:30:00,,1,18:30:00,6,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
675,8499,27685,2P RPA 1B 7:30-23:00 M-SUN,240,120,1,23:00:00,Resident Permit Area 1B,1,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
676,621,26748,2P MTR M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
677,6087,30193,P DIS Sun 00:00 - 11:59PM,0,1440,1,23:59:59,Disabled Logo,0,00:00:00,0,Disabled Only,P DIS M-Sat 6.30-11.59,0,1440,1,23:59:59,Disabled Logo,1,18:30:00,6,Disabled Only,2P DIS M-SAT 7:30-18:30,0,120,0,18:30:00,1,07:30:00,6,2P Disabled Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
678,8503,27687,2P RPA 1B 7:30-23:00 M-SUN,240,120,1,23:00:00,Resident Permit Area 1B,1,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
679,8517,27889,2P RPA 1B 7:30-23:00 M-SUN,240,120,1,23:00:00,Resident Permit Area 1B,1,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
680,1733,24560,1P MTR M-SAT 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,6,1P Meter,2P MTR M-SAT 18.30 - 20.30,240,120,0,20:30:00,,1,18:30:00,6,2P,1P SUN 7:30-18:30,120,60,0,18:30:00,0,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
681,4367,24174,4P TKT A M-F 7:30-18:30,480,240,0,18:30:00,,1,07:30:00,5,4P Ticket A,2P SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
682,8500,27877,2P RPA 1B 7:30-23:00 M-SUN,240,120,1,23:00:00,Resident Permit Area 1B,1,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
683,6848,26306,4P TKT A M-F 7:30-18:30,480,240,0,18:30:00,,1,07:30:00,5,4P Ticket A,4P TKT A SAT 7:30-12:30,480,240,0,12:30:00,,6,07:30:00,6,4P Ticket A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
684,5573,26734,2P MTR M-F 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,5,2P Meter,2P MTR SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
685,4041,24176,4P MTR M-F 7:30-18:30,480,240,0,18:30:00,,1,07:30:00,5,4P Meter,4P MTR SAT 7:30-12:30,480,240,0,12:30:00,,6,07:30:00,6,4P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
686,4296,24231,2P TKT A M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Ticket A,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
687,4385,24175,4P M-F 7:30-18:30,480,240,0,18:30:00,,1,07:30:00,5,4P,2P SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
688,4248,24218,2P TKT A M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Ticket A,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
689,4312,24237,2P TKT A M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Ticket A,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
690,6181,29997,P DIS Sun 00:00 - 11:59PM,0,1440,1,23:59:59,Disabled Logo,0,00:00:00,0,Disabled Only,P DIS M-Sat 6.30-11.59,0,1440,1,23:59:59,Disabled Logo,1,18:30:00,6,Disabled Only,2P DIS M-SAT 7:30-18:30,0,120,0,18:30:00,1,07:30:00,6,2P Disabled Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
691,1847,27280,LZ 15M M-F 7:30-16:00,0,15,0,16:00:00,,1,07:30:00,5,Loading Zone 15M,2P MTR M-F 4.00PM - 8.30PM,240,120,0,20:30:00,,1,16:00:00,5,2P Meter,2P MTR SAT 7:30-20:30,240,120,0,20:30:00,6,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
692,2410,28589,2P MTR M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
693,4375,26261,4P M-F 7:30-18:30,480,240,0,18:30:00,,1,07:30:00,5,4P,2P SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
694,2652,26291,1P MTR M-F 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,5,1P Meter,1P MTR SAT 7:30-12:30,120,60,0,12:30:00,,6,07:30:00,6,1P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
695,5468,26314,2P MTR M-F 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,5,2P Meter,2P MTR SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
696,2554,26211,2P MTR M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
697,8460,27647,2P RPA 1B 7:30-23:00 M-SUN,240,120,1,23:00:00,Resident Permit Area 1B,1,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
698,3950,25122,4P MTR M-F 7:30-18:30,480,240,0,18:30:00,,1,07:30:00,5,4P Meter,4P MTR SAT 7:30-12:30,480,240,0,12:30:00,,6,07:30:00,6,4P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
699,5234,29198,1 PM Mon-Sat 7.30-23.00,120,60,0,23:00:00,,1,07:30:00,6,1P Meter,1P sun 7.30-23.00,120,60,0,23:00:00,,0,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
700,6864,25037,4P TKT A M-F 7:30-18:30,480,240,0,18:30:00,,1,07:30:00,5,4P Ticket A,4P TKT A SAT 7:30-12:30,480,240,0,12:30:00,,6,07:30:00,6,4P Ticket A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
701,8470,27657,2P RPA 1B 7:30-23:00 M-SUN,240,120,1,23:00:00,Resident Permit Area 1B,1,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
702,7918,25296,1P M-SUN 7:30AM-10PM,120,60,1,22:00:00,,1,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
703,3397,25110,2P RPA M-F 7:30-18:30,240,120,0,18:30:00,Residents Permit Accepted,1,07:30:00,5,2P,2P RPA SAT 7:30-12:30,240,120,0,12:30:00,Residents Permit Accepted,6,07:30:00,6,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
704,8490,27679,2P RPA 1B Tuesday 10am-11pm,240,120,0,23:00:00,Resident Permit Area 1B,2,10:00:00,2,2P,2P RPA 1B Wed-Mon 7:30am-11pm,240,120,0,23:00:00,Resident Permit Area 1B,3,07:30:00,1,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
705,3285,25120,2P DIS ONLY,0,120,1,23:59:59,,1,00:00:00,0,2P Disabled Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
706,3623,25112,1P MTR M-SAT 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,6,1P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
707,1848,24561,LZ 15M M-F 7:30-16:00,0,15,0,16:00:00,,1,07:30:00,5,Loading Zone 15M,2P MTR M-F 4.00PM - 8.30PM,240,120,0,20:30:00,,1,16:00:00,5,2P Meter,2P MTR SAT 7:30-20:30,240,120,0,20:30:00,6,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
708,8483,27670,2P RPA 1B 7:30-23:00 M-SUN,240,120,1,23:00:00,Resident Permit Area 1B,1,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
709,3632,26266,1P MTR M-SAT 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,6,1P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
710,2298,26230,1P MTR M-F 9:30-19:30,120,60,0,19:30:00,,1,09:30:00,5,1P Meter,1P MTR SAT 7:30-19:30,120,60,0,19:30:00,,6,07:30:00,6,1P Meter,1P SUN 7:30-18:30,120,60,0,18:30:00,0,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
711,2431,25679,2P MTR M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
712,3017,26301,1/2P RPA M-SUN 7:30-18:30,60,30,0,18:30:00,Residents Permit Accepted,1,07:30:00,0,1/2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
713,8285,25664,1P M-SUN 7:30AM-10PM,120,60,1,22:00:00,,1,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
714,8121,25500,1P Mon-Sun 7.30AM-11PM,120,60,1,23:00:00,,1,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
715,8496,27683,2P RPA 1B Tuesday 10am-11pm,240,120,0,23:00:00,Resident Permit Area 1B,2,10:00:00,2,2P,2P RPA 1B Wed-Mon 7:30am-11pm,240,120,0,23:00:00,Resident Permit Area 1B,3,07:30:00,1,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
716,8120,25499,1P Mon-Sun 7.30AM-11PM,120,60,1,23:00:00,,1,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
717,8502,27878,2P RPA 1B 7:30-23:00 M-SUN,240,120,1,23:00:00,Resident Permit Area 1B,1,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
718,2434,25189,2P MTR M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
719,5862,28243,2P MTR M-SAT 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
720,5882,26319,1/2P AOT RPE 7.30 - 6.30,60,30,1,18:30:00,,1,07:30:00,0,1/2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
721,4178,29135,2P MTR M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
