bay_id,db_read_time,status,date,hour,min,dow,dayOfWeek
1000,2021-08-08 03:01:23,Present,2021-08-08,3,1,6,Sun
1000,2021-08-08 03:16:23,Present,2021-08-08,3,16,6,Sun
1004,2021-08-08 03:31:23,Present,2021-08-08,3,31,6,Sun
998,2021-08-08 03:46:23,Unoccupied,2021-08-08,3,46,6,Sun
1001,2021-08-08 04:01:23,Present,2021-08-08,4,1,6,Sun
1001,2021-08-08 04:16:23,Unoccupied,2021-08-08,4,16,6,Sun
1003,2021-08-08 04:31:23,Unoccupied,2021-08-08,4,31,6,Sun
999,2021-08-08 04:46:23,Present,2021-08-08,4,46,6,Sun
1003,2021-08-08 05:01:23,Unoccupied,2021-08-08,5,1,6,Sun
999,2021-08-08 05:16:23,Present,2021-08-08,5,16,6,Sun
999,2021-08-08 05:31:23,Unoccupied,2021-08-08,5,31,6,Sun
999,2021-08-08 05:46:23,Present,2021-08-08,5,46,6,Sun
998,2021-08-08 06:01:23,Present,2021-08-08,6,1,6,Sun
998,2021-08-08 06:16:23,Present,2021-08-08,6,16,6,Sun
1003,2021-08-08 06:31:23,Unoccupied,2021-08-08,6,31,6,Sun
1001,2021-08-08 06:46:23,Unoccupied,2021-08-08,6,46,6,Sun
1001,2021-08-08 07:01:23,Unoccupied,2021-08-08,7,1,6,Sun
1000,2021-08-08 07:16:23,Present,2021-08-08,7,16,6,Sun
1004,2021-08-08 07:31:23,Unoccupied,2021-08-08,7,31,6,Sun
1001,2021-08-08 07:46:23,Present,2021-08-08,7,46,6,Sun
1004,2021-08-08 08:01:23,Present,2021-08-08,8,1,6,Sun
1000,2021-08-08 08:16:23,Unoccupied,2021-08-08,8,16,6,Sun
1000,2021-08-08 08:31:23,Unoccupied,2021-08-08,8,31,6,Sun
1000,2021-08-08 08:46:23,Unoccupied,2021-08-08,8,46,6,Sun
1000,2021-08-08 09:01:23,Present,2021-08-08,9,1,6,Sun
1000,2021-08-08 09:16:23,Unoccupied,2021-08-08,9,16,6,Sun
1005,2021-08-08 09:31:23,Unoccupied,2021-08-08,9,31,6,Sun
999,2021-08-08 09:46:23,Unoccupied,2021-08-08,9,46,6,Sun
998,2021-08-08 10:01:23,Unoccupied,2021-08-08,10,1,6,Sun
1005,2021-08-08 10:16:23,Unoccupied,2021-08-08,10,16,6,Sun
1003,2021-08-08 10:31:23,Unoccupied,2021-08-08,10,31,6,Sun
998,2021-08-08 10:46:23,Present,2021-08-08,10,46,6,Sun
1004,2021-08-08 11:01:23,Unoccupied,2021-08-08,11,1,6,Sun
999,2021-08-08 11:16:23,Present,2021-08-08,11,16,6,Sun
1002,2021-08-08 11:31:23,Present,2021-08-08,11,31,6,Sun
1005,2021-08-08 11:46:23,Present,2021-08-08,11,46,6,Sun
999,2021-08-08 12:01:23,Unoccupied,2021-08-08,12,1,6,Sun
1004,2021-08-08 12:16:23,Unoccupied,2021-08-08,12,16,6,Sun
998,2021-08-08 12:31:23,Unoccupied,2021-08-08,12,31,6,Sun
1000,2021-08-08 12:46:23,Unoccupied,2021-08-08,12,46,6,Sun
1000,2021-08-08 13:01:23,Unoccupied,2021-08-08,13,1,6,Sun
999,2021-08-08 13:16:23,Present,2021-08-08,13,16,6,Sun
999,2021-08-08 13:31:23,Present,2021-08-08,13,31,6,Sun
999,2021-08-08 13:46:23,Present,2021-08-08,13,46,6,Sun
999,2021-08-08 14:01:23,Unoccupied,2021-08-08,14,1,6,Sun
1003,2021-08-08 14:16:23,Unoccupied,2021-08-08,14,16,6,Sun
999,2021-08-08 14:31:23,Present,2021-08-08,14,31,6,Sun
998,2021-08-08 14:46:23,Unoccupied,2021-08-08,14,46,6,Sun
1003,2021-08-08 15:01:23,Present,2021-08-08,15,1,6,Sun
1005,2021-08-08 15:16:23,Unoccupied,2021-08-08,15,16,6,Sun
1003,2021-08-08 15:31:23,Present,2021-08-08,15,31,6,Sun
1001,2021-08-08 15:46:23,Unoccupied,2021-08-08,15,46,6,Sun
1002,2021-08-08 16:01:23,Unoccupied,2021-08-08,16,1,6,Sun
1004,2021-08-08 16:16:23,Unoccupied,2021-08-08,16,16,6,Sun
1000,2021-08-08 16:31:23,Present,2021-08-08,16,31,6,Sun
1002,2021-08-08 16:46:23,Present,2021-08-08,16,46,6,Sun
1002,2021-08-08 17:01:23,Present,2021-08-08,17,1,6,Sun
1002,2021-08-08 17:16:23,Present,2021-08-08,17,16,6,Sun
1005,2021-08-08 17:31:23,Unoccupied,2021-08-08,17,31,6,Sun
999,2021-08-08 17:46:23,Unoccupied,2021-08-08,17,46,6,Sun
1004,2021-08-08 18:01:23,Unoccupied,2021-08-08,18,1,6,Sun
1004,2021-08-08 18:16:23,Unoccupied,2021-08-08,18,16,6,Sun
1005,2021-08-08 18:31:23,Present,2021-08-08,18,31,6,Sun
1005,2021-08-08 18:46:23,Unoccupied,2021-08-08,18,46,6,Sun
1005,2021-08-08 19:01:23,Unoccupied,2021-08-08,19,1,6,Sun
1005,2021-08-08 19:16:23,Unoccupied,2021-08-08,19,16,6,Sun
1005,2021-08-08 19:31:23,Unoccupied,2021-08-08,19,31,6,Sun
1000,2021-08-08 19:46:23,Present,2021-08-08,19,46,6,Sun
1003,2021-08-08 20:01:23,Unoccupied,2021-08-08,20,1,6,Sun
998,2021-08-08 20:16:23,Unoccupied,2021-08-08,20,16,6,Sun
1004,2021-08-08 20:31:23,Unoccupied,2021-08-08,20,31,6,Sun
1003,2021-08-08 20:46:23,Unoccupied,2021-08-08,20,46,6,Sun
1004,2021-08-08 21:01:23,Unoccupied,2021-08-08,21,1,6,Sun
1003,2021-08-08 21:16:23,Present,2021-08-08,21,16,6,Sun
1004,2021-08-08 21:31:23,Unoccupied,2021-08-08,21,31,6,Sun
998,2021-08-08 21:46:23,Present,2021-08-08,21,46,6,Sun
1005,2021-08-08 22:01:23,Present,2021-08-08,22,1,6,Sun
999,2021-08-08 22:16:23,Unoccupied,2021-08-08,22,16,6,Sun
1001,2021-08-08 22:31:23,Unoccupied,2021-08-08,22,31,6,Sun
1000,2021-08-08 22:46:23,Present,2021-08-08,22,46,6,Sun
1003,2021-08-08 23:01:23,Present,2021-08-08,23,1,6,Sun
998,2021-08-08 23:16:23,Present,2021-08-08,23,16,6,Sun
998,2021-08-08 23:31:23,Unoccupied,2021-08-08,23,31,6,Sun
1004,2021-08-08 23:46:23,Present,2021-08-08,23,46,6,Sun
1003,2021-08-09 00:01:23,Unoccupied,2021-08-09,0,1,0,Mon
1004,2021-08-09 00:16:23,Present,2021-08-09,0,16,0,Mon
998,2021-08-09 00:31:23,Present,2021-08-09,0,31,0,Mon
998,2021-08-09 00:46:23,Unoccupied,2021-08-09,0,46,0,Mon
998,2021-08-09 01:01:23,Unoccupied,2021-08-09,1,1,0,Mon
999,2021-08-09 01:16:23,Present,2021-08-09,1,16,0,Mon
999,2021-08-09 01:31:23,Present,2021-08-09,1,31,0,Mon
1000,2021-08-09 01:46:23,Present,2021-08-09,1,46,0,Mon
1004,2021-08-09 02:01:23,Present,2021-08-09,2,1,0,Mon
1000,2021-08-09 02:16:23,Unoccupied,2021-08-09,2,16,0,Mon
1000,2021-08-09 02:31:23,Unoccupied,2021-08-09,2,31,0,Mon
1004,2021-08-09 02:46:23,Unoccupied,2021-08-09,2,46,0,Mon
1002,2021-08-09 03:01:23,Unoccupied,2021-08-09,3,1,0,Mon
998,2021-08-09 03:16:23,Present,2021-08-09,3,16,0,Mon
998,2021-08-09 03:31:23,Present,2021-08-09,3,31,0,Mon
999,2021-08-09 03:46:23,Present,2021-08-09,3,46,0,Mon
1004,2021-08-09 04:01:23,Unoccupied,2021-08-09,4,1,0,Mon
1002,2021-08-09 04:16:23,Unoccupied,2021-08-09,4,16,0,Mon
1001,2021-08-09 04:31:23,Present,2021-08-09,4,31,0,Mon
1000,2021-08-09 04:46:23,Unoccupied,2021-08-09,4,46,0,Mon
999,2021-08-09 05:01:23,Present,2021-08-09,5,1,0,Mon
998,2021-08-09 05:16:23,Present,2021-08-09,5,16,0,Mon
998,2021-08-09 05:31:23,Present,2021-08-09,5,31,0,Mon
1004,2021-08-09 05:46:23,Unoccupied,2021-08-09,5,46,0,Mon
1002,2021-08-09 06:01:23,Present,2021-08-09,6,1,0,Mon
1002,2021-08-09 06:16:23,Unoccupied,2021-08-09,6,16,0,Mon
1002,2021-08-09 06:31:23,Present,2021-08-09,6,31,0,Mon
1005,2021-08-09 06:46:23,Present,2021-08-09,6,46,0,Mon
1000,2021-08-09 07:01:23,Unoccupied,2021-08-09,7,1,0,Mon
1000,2021-08-09 07:16:23,Present,2021-08-09,7,16,0,Mon
1000,2021-08-09 07:31:23,Present,2021-08-09,7,31,0,Mon
999,2021-08-09 07:46:23,Present,2021-08-09,7,46,0,Mon
998,2021-08-09 08:01:23,Unoccupied,2021-08-09,8,1,0,Mon
1003,2021-08-09 08:16:23,Present,2021-08-09,8,16,0,Mon
998,2021-08-09 08:31:23,Present,2021-08-09,8,31,0,Mon
1002,2021-08-09 08:46:23,Unoccupied,2021-08-09,8,46,0,Mon
1001,2021-08-09 09:01:23,Present,2021-08-09,9,1,0,Mon
1000,2021-08-09 09:16:23,Present,2021-08-09,9,16,0,Mon
998,2021-08-09 09:31:23,Unoccupied,2021-08-09,9,31,0,Mon
1002,2021-08-09 09:46:23,Unoccupied,2021-08-09,9,46,0,Mon
1003,2021-08-09 10:01:23,Unoccupied,2021-08-09,10,1,0,Mon
1004,2021-08-09 10:16:23,Present,2021-08-09,10,16,0,Mon
1002,2021-08-09 10:31:23,Unoccupied,2021-08-09,10,31,0,Mon
1002,2021-08-09 10:46:23,Unoccupied,2021-08-09,10,46,0,Mon
1002,2021-08-09 11:01:23,Unoccupied,2021-08-09,11,1,0,Mon
1001,2021-08-09 11:16:23,Unoccupied,2021-08-09,11,16,0,Mon
1004,2021-08-09 11:31:23,Unoccupied,2021-08-09,11,31,0,Mon
1004,2021-08-09 11:46:23,Unoccupied,2021-08-09,11,46,0,Mon
1001,2021-08-09 12:01:23,Present,2021-08-09,12,1,0,Mon
1002,2021-08-09 12:16:23,Present,2021-08-09,12,16,0,Mon
1003,2021-08-09 12:31:23,Present,2021-08-09,12,31,0,Mon
1001,2021-08-09 12:46:23,Present,2021-08-09,12,46,0,Mon
998,2021-08-09 13:01:23,Unoccupied,2021-08-09,13,1,0,Mon
1004,2021-08-09 13:16:23,Unoccupied,2021-08-09,13,16,0,Mon
998,2021-08-09 13:31:23,Unoccupied,2021-08-09,13,31,0,Mon
999,2021-08-09 13:46:23,Unoccupied,2021-08-09,13,46,0,Mon
1001,2021-08-09 14:01:23,Unoccupied,2021-08-09,14,1,0,Mon
1003,2021-08-09 14:16:23,Present,2021-08-09,14,16,0,Mon
1002,2021-08-09 14:31:23,Unoccupied,2021-08-09,14,31,0,Mon
1000,2021-08-09 14:46:23,Unoccupied,2021-08-09,14,46,0,Mon
1005,2021-08-09 15:01:23,Present,2021-08-09,15,1,0,Mon
1001,2021-08-09 15:16:23,Unoccupied,2021-08-09,15,16,0,Mon
1000,2021-08-09 15:31:23,Present,2021-08-09,15,31,0,Mon
1001,2021-08-09 15:46:23,Unoccupied,2021-08-09,15,46,0,Mon
999,2021-08-09 16:01:23,Unoccupied,2021-08-09,16,1,0,Mon
1002,2021-08-09 16:16:23,Unoccupied,2021-08-09,16,16,0,Mon
1003,2021-08-09 16:31:23,Unoccupied,2021-08-09,16,31,0,Mon
999,2021-08-09 16:46:23,Unoccupied,2021-08-09,16,46,0,Mon
1002,2021-08-09 17:01:23,Unoccupied,2021-08-09,17,1,0,Mon
1000,2021-08-09 17:16:23,Present,2021-08-09,17,16,0,Mon
1002,2021-08-09 17:31:23,Unoccupied,2021-08-09,17,31,0,Mon
998,2021-08-09 17:46:23,Present,2021-08-09,17,46,0,Mon
1000,2021-08-09 18:01:23,Present,2021-08-09,18,1,0,Mon
1003,2021-08-09 18:16:23,Present,2021-08-09,18,16,0,Mon
1002,2021-08-09 18:31:23,Present,2021-08-09,18,31,0,Mon
1000,2021-08-09 18:46:23,Present,2021-08-09,18,46,0,Mon
1002,2021-08-09 19:01:23,Present,2021-08-09,19,1,0,Mon
1000,2021-08-09 19:16:23,Unoccupied,2021-08-09,19,16,0,Mon
1003,2021-08-09 19:31:23,Present,2021-08-09,19,31,0,Mon
1003,2021-08-09 19:46:23,Present,2021-08-09,19,46,0,Mon
1003,2021-08-09 20:01:23,Unoccupied,2021-08-09,20,1,0,Mon
999,2021-08-09 20:16:23,Present,2021-08-09,20,16,0,Mon
998,2021-08-09 20:31:23,Unoccupied,2021-08-09,20,31,0,Mon
1004,2021-08-09 20:46:23,Present,2021-08-09,20,46,0,Mon
1005,2021-08-09 21:01:23,Unoccupied,2021-08-09,21,1,0,Mon
1001,2021-08-09 21:16:23,Unoccupied,2021-08-09,21,16,0,Mon
1000,2021-08-09 21:31:23,Unoccupied,2021-08-09,21,31,0,Mon
1005,2021-08-09 21:46:23,Present,2021-08-09,21,46,0,Mon
1004,2021-08-09 22:01:23,Present,2021-08-09,22,1,0,Mon
1002,2021-08-09 22:16:23,Unoccupied,2021-08-09,22,16,0,Mon
999,2021-08-09 22:31:23,Unoccupied,2021-08-09,22,31,0,Mon
1003,2021-08-09 22:46:23,Present,2021-08-09,22,46,0,Mon
1004,2021-08-09 23:01:23,Unoccupied,2021-08-09,23,1,0,Mon
1004,2021-08-09 23:16:23,Unoccupied,2021-08-09,23,16,0,Mon
1003,2021-08-09 23:31:23,Present,2021-08-09,23,31,0,Mon
1005,2021-08-09 23:46:23,Present,2021-08-09,23,46,0,Mon
1003,2021-08-10 00:01:23,Present,2021-08-10,0,1,1,Tue
1001,2021-08-10 00:16:23,Present,2021-08-10,0,16,1,Tue
999,2021-08-10 00:31:23,Unoccupied,2021-08-10,0,31,1,Tue
999,2021-08-10 00:46:23,Unoccupied,2021-08-10,0,46,1,Tue
998,2021-08-10 01:01:23,Unoccupied,2021-08-10,1,1,1,Tue
1004,2021-08-10 01:16:23,Present,2021-08-10,1,16,1,Tue
1003,2021-08-10 01:31:23,Unoccupied,2021-08-10,1,31,1,Tue
1005,2021-08-10 01:46:23,Unoccupied,2021-08-10,1,46,1,Tue
1003,2021-08-10 02:01:23,Present,2021-08-10,2,1,1,Tue
998,2021-08-10 02:16:23,Unoccupied,2021-08-10,2,16,1,Tue
1002,2021-08-10 02:31:23,Unoccupied,2021-08-10,2,31,1,Tue
999,2021-08-10 02:46:23,Present,2021-08-10,2,46,1,Tue
1003,2021-08-10 03:01:23,Present,2021-08-10,3,1,1,Tue
1005,2021-08-10 03:16:23,Present,2021-08-10,3,16,1,Tue
1001,2021-08-10 03:31:23,Unoccupied,2021-08-10,3,31,1,Tue
999,2021-08-10 03:46:23,Present,2021-08-10,3,46,1,Tue
1000,2021-08-10 04:01:23,Unoccupied,2021-08-10,4,1,1,Tue
999,2021-08-10 04:16:23,Present,2021-08-10,4,16,1,Tue
1003,2021-08-10 04:31:23,Unoccupied,2021-08-10,4,31,1,Tue
1001,2021-08-10 04:46:23,Present,2021-08-10,4,46,1,Tue
1000,2021-08-10 05:01:23,Present,2021-08-10,5,1,1,Tue
1002,2021-08-10 05:16:23,Unoccupied,2021-08-10,5,16,1,Tue
1003,2021-08-10 05:31:23,Present,2021-08-10,5,31,1,Tue
998,2021-08-10 05:46:23,Present,2021-08-10,5,46,1,Tue
1004,2021-08-10 06:01:23,Present,2021-08-10,6,1,1,Tue
1003,2021-08-10 06:16:23,Present,2021-08-10,6,16,1,Tue
998,2021-08-10 06:31:23,Unoccupied,2021-08-10,6,31,1,Tue
999,2021-08-10 06:46:23,Unoccupied,2021-08-10,6,46,1,Tue
998,2021-08-10 07:01:23,Unoccupied,2021-08-10,7,1,1,Tue
1000,2021-08-10 07:16:23,Present,2021-08-10,7,16,1,Tue
999,2021-08-10 07:31:23,Present,2021-08-10,7,31,1,Tue
1004,2021-08-10 07:46:23,Unoccupied,2021-08-10,7,46,1,Tue
1004,2021-08-10 08:01:23,Present,2021-08-10,8,1,1,Tue
999,2021-08-10 08:16:23,Present,2021-08-10,8,16,1,Tue
1002,2021-08-10 08:31:23,Unoccupied,2021-08-10,8,31,1,Tue
1000,2021-08-10 08:46:23,Unoccupied,2021-08-10,8,46,1,Tue
1000,2021-08-10 09:01:23,Unoccupied,2021-08-10,9,1,1,Tue
1004,2021-08-10 09:16:23,Unoccupied,2021-08-10,9,16,1,Tue
999,2021-08-10 09:31:23,Present,2021-08-10,9,31,1,Tue
1001,2021-08-10 09:46:23,Unoccupied,2021-08-10,9,46,1,Tue
1001,2021-08-10 10:01:23,Present,2021-08-10,10,1,1,Tue
1004,2021-08-10 10:16:23,Unoccupied,2021-08-10,10,16,1,Tue
1005,2021-08-10 10:31:23,Unoccupied,2021-08-10,10,31,1,Tue
998,2021-08-10 10:46:23,Present,2021-08-10,10,46,1,Tue
1004,2021-08-10 11:01:23,Present,2021-08-10,11,1,1,Tue
1000,2021-08-10 11:16:23,Unoccupied,2021-08-10,11,16,1,Tue
1000,2021-08-10 11:31:23,Unoccupied,2021-08-10,11,31,1,Tue
1003,2021-08-10 11:46:23,Present,2021-08-10,11,46,1,Tue
1003,2021-08-10 12:01:23,Unoccupied,2021-08-10,12,1,1,Tue
1001,2021-08-10 12:16:23,Unoccupied,2021-08-10,12,16,1,Tue
999,2021-08-10 12:31:23,Unoccupied,2021-08-10,12,31,1,Tue
1004,2021-08-10 12:46:23,Unoccupied,2021-08-10,12,46,1,Tue
1003,2021-08-10 13:01:23,Unoccupied,2021-08-10,13,1,1,Tue
1004,2021-08-10 13:16:23,Present,2021-08-10,13,16,1,Tue
1003,2021-08-10 13:31:23,Unoccupied,2021-08-10,13,31,1,Tue
1002,2021-08-10 13:46:23,Unoccupied,2021-08-10,13,46,1,Tue
1003,2021-08-10 14:01:23,Unoccupied,2021-08-10,14,1,1,Tue
999,2021-08-10 14:16:23,Present,2021-08-10,14,16,1,Tue
1000,2021-08-10 14:31:23,Present,2021-08-10,14,31,1,Tue
998,2021-08-10 14:46:23,Present,2021-08-10,14,46,1,Tue
1000,2021-08-10 15:01:23,Present,2021-08-10,15,1,1,Tue
998,2021-08-10 15:16:23,Present,2021-08-10,15,16,1,Tue
1002,2021-08-10 15:31:23,Present,2021-08-10,15,31,1,Tue
1000,2021-08-10 15:46:23,Present,2021-08-10,15,46,1,Tue
1000,2021-08-10 16:01:23,Present,2021-08-10,16,1,1,Tue
1004,2021-08-10 16:16:23,Unoccupied,2021-08-10,16,16,1,Tue
1004,2021-08-10 16:31:23,Unoccupied,2021-08-10,16,31,1,Tue
1000,2021-08-10 16:46:23,Present,2021-08-10,16,46,1,Tue
1001,2021-08-10 17:01:23,Unoccupied,2021-08-10,17,1,1,Tue
998,2021-08-10 17:16:23,Present,2021-08-10,17,16,1,Tue
1000,2021-08-10 17:31:23,Present,2021-08-10,17,31,1,Tue
1005,2021-08-10 17:46:23,Present,2021-08-10,17,46,1,Tue
1005,2021-08-10 18:01:23,Unoccupied,2021-08-10,18,1,1,Tue
1003,2021-08-10 18:16:23,Unoccupied,2021-08-10,18,16,1,Tue
1004,2021-08-10 18:31:23,Unoccupied,2021-08-10,18,31,1,Tue
1003,2021-08-10 18:46:23,Present,2021-08-10,18,46,1,Tue
1005,2021-08-10 19:01:23,Unoccupied,2021-08-10,19,1,1,Tue
1001,2021-08-10 19:16:23,Present,2021-08-10,19,16,1,Tue
1004,2021-08-10 19:31:23,Unoccupied,2021-08-10,19,31,1,Tue
999,2021-08-10 19:46:23,Present,2021-08-10,19,46,1,Tue
1000,2021-08-10 20:01:23,Unoccupied,2021-08-10,20,1,1,Tue
1004,2021-08-10 20:16:23,Unoccupied,2021-08-10,20,16,1,Tue
1005,2021-08-10 20:31:23,Unoccupied,2021-08-10,20,31,1,Tue
1005,2021-08-10 20:46:23,Present,2021-08-10,20,46,1,Tue
1002,2021-08-10 21:01:23,Present,2021-08-10,21,1,1,Tue
1000,2021-08-10 21:16:23,Present,2021-08-10,21,16,1,Tue
999,2021-08-10 21:31:23,Unoccupied,2021-08-10,21,31,1,Tue
999,2021-08-10 21:46:23,Unoccupied,2021-08-10,21,46,1,Tue
998,2021-08-10 22:01:23,Unoccupied,2021-08-10,22,1,1,Tue
1005,2021-08-10 22:16:23,Unoccupied,2021-08-10,22,16,1,Tue
998,2021-08-10 22:31:23,Unoccupied,2021-08-10,22,31,1,Tue
1005,2021-08-10 22:46:23,Unoccupied,2021-08-10,22,46,1,Tue
998,2021-08-10 23:01:23,Present,2021-08-10,23,1,1,Tue
1005,2021-08-10 23:16:23,Present,2021-08-10,23,16,1,Tue
1005,2021-08-10 23:31:23,Present,2021-08-10,23,31,1,Tue
999,2021-08-10 23:46:23,Present,2021-08-10,23,46,1,Tue
1002,2021-08-11 00:01:23,Present,2021-08-11,0,1,2,Wed
1001,2021-08-11 00:16:23,Unoccupied,2021-08-11,0,16,2,Wed
1001,2021-08-11 00:31:23,Unoccupied,2021-08-11,0,31,2,Wed
1003,2021-08-11 00:46:23,Present,2021-08-11,0,46,2,Wed
1004,2021-08-11 01:01:23,Present,2021-08-11,1,1,2,Wed
1002,2021-08-11 01:16:23,Present,2021-08-11,1,16,2,Wed
1002,2021-08-11 01:31:23,Unoccupied,2021-08-11,1,31,2,Wed
1005,2021-08-11 01:46:23,Unoccupied,2021-08-11,1,46,2,Wed
999,2021-08-11 02:01:23,Unoccupied,2021-08-11,2,1,2,Wed
999,2021-08-11 02:16:23,Present,2021-08-11,2,16,2,Wed
1003,2021-08-11 02:31:23,Present,2021-08-11,2,31,2,Wed
1004,2021-08-11 02:46:23,Present,2021-08-11,2,46,2,Wed
1002,2021-08-11 03:01:23,Present,2021-08-11,3,1,2,Wed
1000,2021-08-11 03:16:23,Present,2021-08-11,3,16,2,Wed
1000,2021-08-11 03:31:23,Present,2021-08-11,3,31,2,Wed
1003,2021-08-11 03:46:23,Unoccupied,2021-08-11,3,46,2,Wed
1005,2021-08-11 04:01:23,Present,2021-08-11,4,1,2,Wed
999,2021-08-11 04:16:23,Unoccupied,2021-08-11,4,16,2,Wed
1000,2021-08-11 04:31:23,Present,2021-08-11,4,31,2,Wed
1002,2021-08-11 04:46:23,Present,2021-08-11,4,46,2,Wed
1001,2021-08-11 05:01:23,Present,2021-08-11,5,1,2,Wed
1001,2021-08-11 05:16:23,Unoccupied,2021-08-11,5,16,2,Wed
998,2021-08-11 05:31:23,Unoccupied,2021-08-11,5,31,2,Wed
1002,2021-08-11 05:46:23,Unoccupied,2021-08-11,5,46,2,Wed
998,2021-08-11 06:01:23,Unoccupied,2021-08-11,6,1,2,Wed
1000,2021-08-11 06:16:23,Unoccupied,2021-08-11,6,16,2,Wed
1001,2021-08-11 06:31:23,Present,2021-08-11,6,31,2,Wed
998,2021-08-11 06:46:23,Present,2021-08-11,6,46,2,Wed
1004,2021-08-11 07:01:23,Unoccupied,2021-08-11,7,1,2,Wed
1000,2021-08-11 07:16:23,Present,2021-08-11,7,16,2,Wed
1002,2021-08-11 07:31:23,Present,2021-08-11,7,31,2,Wed
1002,2021-08-11 07:46:23,Unoccupied,2021-08-11,7,46,2,Wed
1000,2021-08-11 08:01:23,Unoccupied,2021-08-11,8,1,2,Wed
1002,2021-08-11 08:16:23,Unoccupied,2021-08-11,8,16,2,Wed
1003,2021-08-11 08:31:23,Unoccupied,2021-08-11,8,31,2,Wed
1000,2021-08-11 08:46:23,Unoccupied,2021-08-11,8,46,2,Wed
998,2021-08-11 09:01:23,Unoccupied,2021-08-11,9,1,2,Wed
1001,2021-08-11 09:16:23,Unoccupied,2021-08-11,9,16,2,Wed
1001,2021-08-11 09:31:23,Present,2021-08-11,9,31,2,Wed
1003,2021-08-11 09:46:23,Unoccupied,2021-08-11,9,46,2,Wed
1001,2021-08-11 10:01:23,Unoccupied,2021-08-11,10,1,2,Wed
1003,2021-08-11 10:16:23,Unoccupied,2021-08-11,10,16,2,Wed
998,2021-08-11 10:31:23,Unoccupied,2021-08-11,10,31,2,Wed
999,2021-08-11 10:46:23,Present,2021-08-11,10,46,2,Wed
1002,2021-08-11 11:01:23,Unoccupied,2021-08-11,11,1,2,Wed
1004,2021-08-11 11:16:23,Present,2021-08-11,11,16,2,Wed
1004,2021-08-11 11:31:23,Present,2021-08-11,11,31,2,Wed
1002,2021-08-11 11:46:23,Present,2021-08-11,11,46,2,Wed
998,2021-08-11 12:01:23,Unoccupied,2021-08-11,12,1,2,Wed
1000,2021-08-11 12:16:23,Unoccupied,2021-08-11,12,16,2,Wed
1005,2021-08-11 12:31:23,Unoccupied,2021-08-11,12,31,2,Wed
998,2021-08-11 12:46:23,Present,2021-08-11,12,46,2,Wed
1000,2021-08-11 13:01:23,Present,2021-08-11,13,1,2,Wed
1003,2021-08-11 13:16:23,Present,2021-08-11,13,16,2,Wed
1003,2021-08-11 13:31:23,Unoccupied,2021-08-11,13,31,2,Wed
1003,2021-08-11 13:46:23,Present,2021-08-11,13,46,2,Wed
998,2021-08-11 14:01:23,Present,2021-08-11,14,1,2,Wed
1000,2021-08-11 14:16:23,Present,2021-08-11,14,16,2,Wed
1002,2021-08-11 14:31:23,Present,2021-08-11,14,31,2,Wed
1004,2021-08-11 14:46:23,Present,2021-08-11,14,46,2,Wed
998,2021-08-11 15:01:23,Unoccupied,2021-08-11,15,1,2,Wed
1003,2021-08-11 15:16:23,Present,2021-08-11,15,16,2,Wed
1000,2021-08-11 15:31:23,Unoccupied,2021-08-11,15,31,2,Wed
1003,2021-08-11 15:46:23,Present,2021-08-11,15,46,2,Wed
1001,2021-08-11 16:01:23,Unoccupied,2021-08-11,16,1,2,Wed
1004,2021-08-11 16:16:23,Present,2021-08-11,16,16,2,Wed
1000,2021-08-11 16:31:23,Present,2021-08-11,16,31,2,Wed
1001,2021-08-11 16:46:23,Present,2021-08-11,16,46,2,Wed
1003,2021-08-11 17:01:23,Unoccupied,2021-08-11,17,1,2,Wed
1000,2021-08-11 17:16:23,Present,2021-08-11,17,16,2,Wed
999,2021-08-11 17:31:23,Unoccupied,2021-08-11,17,31,2,Wed
999,2021-08-11 17:46:23,Unoccupied,2021-08-11,17,46,2,Wed
998,2021-08-11 18:01:23,Present,2021-08-11,18,1,2,Wed
999,2021-08-11 18:16:23,Present,2021-08-11,18,16,2,Wed
1000,2021-08-11 18:31:23,Present,2021-08-11,18,31,2,Wed
1001,2021-08-11 18:46:23,Unoccupied,2021-08-11,18,46,2,Wed
998,2021-08-11 19:01:23,Unoccupied,2021-08-11,19,1,2,Wed
1003,2021-08-11 19:16:23,Unoccupied,2021-08-11,19,16,2,Wed
998,2021-08-11 19:31:23,Unoccupied,2021-08-11,19,31,2,Wed
1003,2021-08-11 19:46:23,Unoccupied,2021-08-11,19,46,2,Wed
999,2021-08-11 20:01:23,Present,2021-08-11,20,1,2,Wed
1003,2021-08-11 20:16:23,Present,2021-08-11,20,16,2,Wed
998,2021-08-11 20:31:23,Present,2021-08-11,20,31,2,Wed
1001,2021-08-11 20:46:23,Unoccupied,2021-08-11,20,46,2,Wed
1005,2021-08-11 21:01:23,Present,2021-08-11,21,1,2,Wed
998,2021-08-11 21:16:23,Unoccupied,2021-08-11,21,16,2,Wed
1002,2021-08-11 21:31:23,Unoccupied,2021-08-11,21,31,2,Wed
1000,2021-08-11 21:46:23,Present,2021-08-11,21,46,2,Wed
1000,2021-08-11 22:01:23,Present,2021-08-11,22,1,2,Wed
1003,2021-08-11 22:16:23,Unoccupied,2021-08-11,22,16,2,Wed
1000,2021-08-11 22:31:23,Unoccupied,2021-08-11,22,31,2,Wed
1003,2021-08-11 22:46:23,Unoccupied,2021-08-11,22,46,2,Wed
1005,2021-08-11 23:01:23,Present,2021-08-11,23,1,2,Wed
